timestamp,current,voltage
215972,-3.75,4180.00
215974,-3.75,4178.75
215976,-3.75,4178.75
215979,-5.00,4180.00
215982,-3.75,4180.00
215984,-3.75,4178.75
215986,-2.50,4178.75
215988,-3.75,4178.75
215990,-3.75,4178.75
215993,-5.00,4178.75
215995,-3.75,4180.00
215997,-3.75,4178.75
215999,-2.50,4180.00
216001,-3.75,4178.75
216004,-3.75,4178.75
216006,-5.00,4180.00
216008,-1.25,4178.75
216010,-2.50,4178.75
216012,-3.75,4180.00
216015,-2.50,4178.75
216017,-3.75,4178.75
216019,-2.50,4178.75
216022,-2.50,4180.00
216024,-2.50,4178.75
216027,-5.00,4180.00
216029,-3.75,4178.75
216031,-2.50,4178.75
216033,-2.50,4178.75
216035,-2.50,4178.75
216038,-3.75,4180.00
216040,-2.50,4180.00
216042,-3.75,4178.75
216044,-3.75,4178.75
216046,-2.50,4180.00
216048,-3.75,4180.00
216051,-2.50,4178.75
216053,-5.00,4178.75
216055,-2.50,4178.75
216057,-3.75,4180.00
216059,-3.75,4180.00
216062,-3.75,4177.50
216065,-2.50,4178.75
216067,-3.75,4180.00
216069,-3.75,4180.00
216071,-3.75,4178.75
216074,-3.75,4178.75
216076,-2.50,4178.75
216078,-3.75,4178.75
216080,-3.75,4180.00
216082,-3.75,4178.75
216085,-3.75,4180.00
216087,-3.75,4180.00
216089,-3.75,4178.75
216091,-1.25,4178.75
216093,-3.75,4180.00
216096,-2.50,4178.75
216098,-3.75,4178.75
216100,-3.75,4180.00
216102,-2.50,4178.75
216104,-2.50,4180.00
216107,-3.75,4178.75
216110,-5.00,4178.75
216112,-5.00,4180.00
216114,-3.75,4178.75
216116,-6.25,4178.75
216118,-3.75,4178.75
216121,-3.75,4178.75
216123,-3.75,4178.75
216125,-3.75,4180.00
216127,-2.50,4178.75
216129,-3.75,4178.75
216132,-3.75,4178.75
216134,-2.50,4180.00
216136,-3.75,4178.75
216138,-3.75,4180.00
216140,-3.75,4178.75
216143,-2.50,4180.00
216145,-2.50,4180.00
216147,-3.75,4178.75
216150,-5.00,4178.75
216152,-3.75,4178.75
216155,-3.75,4178.75
216157,-3.75,4178.75
216159,-2.50,4180.00
216161,-2.50,4180.00
216163,-2.50,4178.75
216166,-3.75,4178.75
216168,-3.75,4180.00
216170,-3.75,4178.75
216172,-3.75,4178.75
216174,-3.75,4178.75
216177,-2.50,4178.75
216179,-2.50,4180.00
216181,-3.75,4180.00
216183,-3.75,4178.75
216185,-3.75,4178.75
216188,-5.00,4178.75
216190,-2.50,4178.75
216193,-3.75,4178.75
216195,-2.50,4178.75
216197,-2.50,4178.75
216199,-3.75,4180.00
216202,-3.75,4178.75
216204,-3.75,4178.75
216206,-2.50,4178.75
216208,-2.50,4178.75
216210,-2.50,4178.75
216213,-3.75,4177.50
216215,-3.75,4178.75
216217,-2.50,4178.75
216219,-3.75,4178.75
216221,-3.75,4178.75
216224,-3.75,4178.75
216226,-2.50,4177.50
216228,-3.75,4178.75
216230,-3.75,4178.75
216232,-3.75,4178.75
216236,-3.75,4178.75
216238,-5.00,4178.75
216240,-2.50,4178.75
216242,-2.50,4180.00
216244,-3.75,4180.00
216247,-2.50,4178.75
216249,-2.50,4178.75
216251,-3.75,4178.75
216253,-2.50,4180.00
216255,-3.75,4178.75
216258,-3.75,4177.50
216260,-2.50,4178.75
216262,-3.75,4178.75
216264,-2.50,4178.75
216266,-3.75,4178.75
216269,-3.75,4178.75
216271,-2.50,4178.75
216273,-2.50,4178.75
216275,-3.75,4178.75
216278,-2.50,4178.75
216280,-3.75,4178.75
216283,-3.75,4178.75
216285,-2.50,4178.75
216287,-1.25,4178.75
216289,-3.75,4180.00
216291,-2.50,4178.75
216294,-2.50,4180.00
216296,-3.75,4180.00
216298,-3.75,4178.75
216300,-3.75,4180.00
216302,-3.75,4178.75
216305,-2.50,4180.00
216307,-2.50,4178.75
216309,-3.75,4178.75
216311,-3.75,4178.75
216313,-3.75,4180.00
216316,-5.00,4178.75
216318,-3.75,4178.75
216321,-3.75,4180.00
216323,-3.75,4178.75
216325,-2.50,4180.00
216328,-3.75,4178.75
216330,-2.50,4180.00
216332,-3.75,4178.75
216334,-2.50,4178.75
216336,-2.50,4178.75
216339,-3.75,4180.00
216341,-3.75,4178.75
216343,-2.50,4180.00
216345,-3.75,4178.75
216347,-2.50,4178.75
216350,-2.50,4178.75
216352,-5.00,4178.75
216354,-5.00,4177.50
216356,-2.50,4178.75
216358,-3.75,4178.75
216360,-3.75,4178.75
216364,-3.75,4178.75
216366,-2.50,4178.75
216368,-3.75,4178.75
216370,-5.00,4178.75
216372,-2.50,4177.50
216375,-3.75,4180.00
216377,-1.25,4180.00
216379,-2.50,4178.75
216381,-2.50,4180.00
216383,-2.50,4178.75
216386,-2.50,4178.75
216388,-3.75,4180.00
216390,-3.75,4178.75
216392,-3.75,4180.00
216394,-3.75,4178.75
216397,-3.75,4178.75
216399,-2.50,4180.00
216401,-3.75,4178.75
216403,-2.50,4180.00
216406,-5.00,4178.75
216408,-5.00,4178.75
216411,-5.00,4178.75
216413,-2.50,4178.75
216415,-2.50,4178.75
216417,-2.50,4180.00
216419,-3.75,4178.75
216422,-5.00,4178.75
216424,-3.75,4180.00
216426,-3.75,4177.50
216428,-3.75,4178.75
216430,-3.75,4178.75
216433,-5.00,4180.00
216435,-2.50,4178.75
216437,-2.50,4180.00
216439,-3.75,4178.75
216441,-5.00,4178.75
216444,-3.75,4178.75
216446,-3.75,4180.00
216449,-3.75,4178.75
216451,-3.75,4178.75
216453,-2.50,4178.75
216456,-3.75,4178.75
216458,-3.75,4178.75
216460,-3.75,4181.25
216462,-3.75,4181.25
216464,-3.75,4178.75
216467,-2.50,4178.75
216469,-2.50,4178.75
216471,-3.75,4178.75
216473,-2.50,4178.75
216475,-3.75,4180.00
216478,-2.50,4178.75
216480,-1.25,4178.75
216482,-3.75,4178.75
216484,-3.75,4178.75
216486,-3.75,4178.75
216489,-3.75,4180.00
216492,-3.75,4180.00
216494,-3.75,4178.75
216496,-3.75,4180.00
216498,-2.50,4177.50
216500,-3.75,4180.00
216503,-3.75,4178.75
216505,-3.75,4180.00
216507,-3.75,4178.75
216509,-3.75,4178.75
216511,-3.75,4178.75
216514,-3.75,4178.75
216516,-3.75,4180.00
216518,-2.50,4178.75
216520,-1.25,4178.75
216522,-5.00,4178.75
216525,-5.00,4180.00
216527,-2.50,4180.00
216529,-3.75,4178.75
216531,-2.50,4177.50
216534,-2.50,4178.75
216537,-3.75,4178.75
216539,-1.25,4178.75
216541,-3.75,4178.75
216543,-3.75,4178.75
216545,-3.75,4178.75
216548,-3.75,4178.75
216550,-3.75,4180.00
216552,-2.50,4180.00
216554,-2.50,4180.00
216556,-3.75,4178.75
216559,-2.50,4178.75
216561,-2.50,4178.75
216563,-1.25,4178.75
216565,-3.75,4180.00
216567,-2.50,4178.75
216570,-3.75,4178.75
216572,-3.75,4178.75
216574,-3.75,4180.00
216577,-3.75,4178.75
216579,-2.50,4178.75
216581,-3.75,4178.75
216584,-3.75,4178.75
216586,-3.75,4178.75
216588,-3.75,4180.00
216590,-5.00,4178.75
216592,-2.50,4178.75
216595,-2.50,4178.75
216597,-5.00,4178.75
216599,-3.75,4180.00
216601,-3.75,4180.00
216603,-2.50,4178.75
216606,-2.50,4178.75
216608,-3.75,4180.00
216610,-3.75,4180.00
216612,-2.50,4178.75
216614,-3.75,4178.75
216617,-2.50,4180.00
216620,-3.75,4178.75
216622,-2.50,4178.75
216624,-5.00,4180.00
216626,-3.75,4180.00
216629,-5.00,4178.75
216631,-2.50,4178.75
216633,-1.25,4178.75
216635,-3.75,4177.50
216637,-3.75,4178.75
216640,-3.75,4180.00
216642,-3.75,4180.00
216644,-3.75,4178.75
216646,-2.50,4178.75
216648,-2.50,4178.75
216650,-3.75,4180.00
216653,-5.00,4178.75
216655,-3.75,4180.00
216657,-5.00,4178.75
216659,-2.50,4180.00
216662,-3.75,4178.75
216665,-3.75,4180.00
216667,-2.50,4178.75
216669,-3.75,4178.75
216671,-3.75,4178.75
216673,-2.50,4180.00
216676,-3.75,4180.00
216678,-3.75,4178.75
216680,-3.75,4178.75
216682,-3.75,4180.00
216684,-5.00,4178.75
216687,-3.75,4178.75
216689,-3.75,4180.00
216691,-3.75,4178.75
216693,-3.75,4180.00
216695,-3.75,4178.75
216698,-3.75,4180.00
216700,-2.50,4178.75
216702,-1.25,4180.00
216705,-2.50,4178.75
216707,-2.50,4178.75
216709,-3.75,4178.75
216712,-2.50,4180.00
216714,-2.50,4180.00
216716,-3.75,4180.00
216718,-1.25,4180.00
216720,-2.50,4178.75
216723,-2.50,4178.75
216725,-2.50,4178.75
216727,-5.00,4177.50
216729,-3.75,4180.00
216731,-3.75,4178.75
216734,-5.00,4178.75
216736,-2.50,4180.00
216738,-3.75,4180.00
216740,-2.50,4178.75
216742,-2.50,4180.00
216745,-5.00,4180.00
216748,-5.00,4180.00
216750,-2.50,4178.75
216752,-6.25,4180.00
216754,-2.50,4178.75
216756,-3.75,4178.75
216759,-2.50,4180.00
216761,-3.75,4178.75
216763,-2.50,4178.75
216765,-1.25,4178.75
216767,-3.75,4178.75
216770,-5.00,4178.75
216772,-3.75,4178.75
216774,-3.75,4180.00
216776,-2.50,4178.75
216778,-2.50,4178.75
216781,-2.50,4178.75
216783,-3.75,4180.00
216785,-3.75,4178.75
216787,-3.75,4178.75
216790,-3.75,4180.00
216793,-3.75,4178.75
216795,-3.75,4178.75
216797,-2.50,4178.75
216799,-5.00,4178.75
216801,-5.00,4178.75
216804,-2.50,4178.75
216806,-3.75,4178.75
216808,-3.75,4180.00
216810,-2.50,4178.75
216812,-2.50,4178.75
216815,-5.00,4178.75
216817,-2.50,4178.75
216819,-5.00,4180.00
216821,-3.75,4178.75
216823,-2.50,4178.75
216825,-3.75,4178.75
216828,-1.25,4180.00
216830,-3.75,4180.00
216833,-5.00,4178.75
216835,-5.00,4178.75
216837,-2.50,4178.75
216840,-3.75,4178.75
216842,-3.75,4178.75
216844,-2.50,4178.75
216846,-3.75,4180.00
216848,-3.75,4180.00
216851,-2.50,4178.75
216853,-2.50,4178.75
216855,-2.50,4178.75
216857,-3.75,4178.75
216859,-2.50,4178.75
216862,-2.50,4178.75
216864,-3.75,4178.75
216866,-3.75,4178.75
216868,-2.50,4178.75
216870,-3.75,4178.75
216873,-3.75,4177.50
216876,-2.50,4180.00
216878,-3.75,4180.00
216880,-2.50,4178.75
216882,-2.50,4178.75
216885,-3.75,4180.00
216887,-3.75,4178.75
216889,-2.50,4178.75
216891,-3.75,4178.75
216893,-3.75,4178.75
216896,-2.50,4178.75
216898,-3.75,4180.00
216900,-3.75,4180.00
216902,-2.50,4180.00
216904,-2.50,4178.75
216906,-3.75,4178.75
216909,-3.75,4178.75
216911,-3.75,4178.75
216913,-2.50,4178.75
216915,-2.50,4178.75
216918,-5.00,4180.00
216921,-3.75,4177.50
216923,-2.50,4178.75
216925,-3.75,4180.00
216927,-2.50,4178.75
216929,-3.75,4177.50
216932,-5.00,4178.75
216934,-3.75,4178.75
216936,-3.75,4178.75
216938,-5.00,4180.00
216940,-1.25,4178.75
216943,-5.00,4178.75
216945,-2.50,4178.75
216947,-3.75,4178.75
216949,-3.75,4178.75
216951,-3.75,4178.75
216954,-2.50,4178.75
216956,-3.75,4178.75
216958,-5.00,4178.75
216961,-2.50,4178.75
216963,-2.50,4178.75
216966,-2.50,4178.75
216968,-2.50,4178.75
216970,-2.50,4178.75
216972,-3.75,4178.75
216974,-2.50,4180.00
216977,-1.25,4177.50
216979,-5.00,4178.75
216981,-2.50,4178.75
216983,-3.75,4178.75
216985,-3.75,4178.75
216987,-3.75,4178.75
216990,-3.75,4180.00
216992,-2.50,4178.75
216994,-2.50,4178.75
216996,-3.75,4180.00
216998,-3.75,4178.75
217001,-2.50,4180.00
217004,-2.50,4180.00
217006,-2.50,4178.75
217008,-3.75,4178.75
217010,-2.50,4178.75
217013,-2.50,4178.75
217015,-3.75,4178.75
217017,-3.75,4178.75
217019,-3.75,4178.75
217021,-2.50,4178.75
217024,-3.75,4178.75
217026,-3.75,4180.00
217028,-5.00,4178.75
217030,-3.75,4180.00
217032,-2.50,4180.00
217035,-1.25,4178.75
217037,-2.50,4178.75
217039,-3.75,4177.50
217041,-2.50,4180.00
217043,-5.00,4178.75
217046,-3.75,4178.75
217049,-1.25,4178.75
217051,-3.75,4178.75
217053,-5.00,4180.00
217055,-2.50,4180.00
217057,-2.50,4180.00
217060,-3.75,4177.50
217062,-3.75,4178.75
217064,-2.50,4178.75
217066,-5.00,4180.00
217068,-3.75,4180.00
217071,-5.00,4178.75
217073,-2.50,4180.00
217075,-3.75,4178.75
217077,-3.75,4180.00
217079,-2.50,4177.50
217082,-3.75,4178.75
217084,-5.00,4178.75
217086,-3.75,4180.00
217089,-3.75,4178.75
217091,-3.75,4178.75
217094,-2.50,4178.75
217096,-2.50,4178.75
217098,-3.75,4180.00
217100,-2.50,4180.00
217102,-2.50,4180.00
217104,-2.50,4178.75
217107,-2.50,4178.75
217109,-3.75,4178.75
217111,-3.75,4178.75
217113,-1.25,4178.75
217115,-3.75,4180.00
217118,-5.00,4178.75
217120,-2.50,4178.75
217122,-2.50,4178.75
217124,-5.00,4178.75
217126,-2.50,4180.00
217129,-2.50,4180.00
217132,-5.00,4178.75
217134,-2.50,4180.00
217136,-3.75,4178.75
217138,-2.50,4178.75
217141,-3.75,4178.75
217143,-3.75,4178.75
217145,-2.50,4178.75
217147,-2.50,4178.75
217149,-3.75,4178.75
217152,-2.50,4180.00
217154,-3.75,4180.00
217156,-3.75,4178.75
217158,-3.75,4178.75
217160,-3.75,4178.75
217163,-2.50,4178.75
217165,-2.50,4178.75
217167,-3.75,4180.00
217169,-3.75,4178.75
217171,-2.50,4178.75
217174,-2.50,4178.75
217177,-2.50,4178.75
217179,-2.50,4178.75
217181,-2.50,4178.75
217183,-2.50,4178.75
217185,-2.50,4178.75
217188,-2.50,4180.00
217190,-3.75,4178.75
217192,-2.50,4178.75
217194,-2.50,4178.75
217196,-2.50,4178.75
217199,-3.75,4178.75
217201,-3.75,4178.75
217203,-3.75,4178.75
217205,-3.75,4180.00
217207,-3.75,4178.75
217210,-2.50,4180.00
217212,-5.00,4180.00
217214,-2.50,4178.75
217217,-3.75,4178.75
217219,-3.75,4178.75
217222,-3.75,4178.75
217224,-2.50,4180.00
217226,-2.50,4178.75
217228,-3.75,4178.75
217230,-3.75,4178.75
217233,-5.00,4178.75
217235,-3.75,4178.75
217237,-5.00,4178.75
217239,-5.00,4178.75
217241,-3.75,4178.75
217244,-3.75,4178.75
217246,-3.75,4180.00
217248,-3.75,4180.00
217250,-3.75,4178.75
217252,-2.50,4180.00
217255,-3.75,4177.50
217257,-2.50,4180.00
217260,-3.75,4180.00
217262,-3.75,4180.00
217264,-2.50,4178.75
217266,-3.75,4178.75
217269,-1.25,4178.75
217271,-2.50,4180.00
217273,-2.50,4178.75
217275,-2.50,4180.00
217277,-2.50,4178.75
217280,-3.75,4180.00
217282,-3.75,4180.00
217284,-3.75,4178.75
217286,-3.75,4180.00
217288,-3.75,4178.75
217291,-1.25,4178.75
217293,-3.75,4178.75
217295,-2.50,4180.00
217297,-3.75,4178.75
217299,-2.50,4178.75
217303,-2.50,4180.00
217305,-2.50,4180.00
217307,-2.50,4178.75
217309,-3.75,4178.75
217311,-5.00,4178.75
217314,-3.75,4178.75
217316,-3.75,4178.75
217318,-3.75,4178.75
217320,-3.75,4178.75
217322,-5.00,4178.75
217325,-3.75,4178.75
217327,-2.50,4180.00
217329,-2.50,4178.75
217331,-2.50,4178.75
217333,-2.50,4178.75
217336,-5.00,4178.75
217338,-3.75,4180.00
217340,-2.50,4178.75
217342,-2.50,4178.75
217345,-3.75,4178.75
217347,-3.75,4180.00
217350,-5.00,4178.75
217352,-2.50,4178.75
217354,-2.50,4178.75
217356,-5.00,4178.75
217358,-3.75,4178.75
217361,-3.75,4180.00
217363,-2.50,4178.75
217365,-5.00,4178.75
217367,-3.75,4178.75
217369,-3.75,4178.75
217372,-2.50,4180.00
217374,-2.50,4180.00
217376,-3.75,4178.75
217378,-3.75,4178.75
217380,-2.50,4180.00
217383,-3.75,4178.75
217385,-2.50,4178.75
217388,-1.25,4177.50
217390,-5.00,4180.00
217392,-3.75,4180.00
217395,-3.75,4178.75
217397,-3.75,4178.75
217399,-3.75,4178.75
217401,-5.00,4178.75
217403,-5.00,4178.75
217406,-3.75,4178.75
217408,-2.50,4178.75
217410,-1.25,4178.75
217412,-2.50,4177.50
217414,-2.50,4178.75
217417,-3.75,4178.75
217419,-5.00,4177.50
217421,-2.50,4178.75
217423,-3.75,4180.00
217425,-1.25,4178.75
217428,-2.50,4178.75
217431,-5.00,4178.75
217433,-3.75,4178.75
217435,-5.00,4178.75
217437,-3.75,4178.75
217439,-2.50,4180.00
217442,-2.50,4178.75
217444,-2.50,4178.75
217446,-2.50,4178.75
217448,-1.25,4178.75
217450,-3.75,4180.00
217453,-3.75,4178.75
217455,-3.75,4178.75
217457,-2.50,4177.50
217459,-3.75,4178.75
217461,-3.75,4178.75
217464,-2.50,4180.00
217466,-2.50,4178.75
217468,-1.25,4178.75
217470,-5.00,4178.75
217473,-3.75,4178.75
217476,-5.00,4178.75
217478,-3.75,4178.75
217480,-3.75,4178.75
217482,-2.50,4178.75
217484,-3.75,4178.75
217487,-3.75,4178.75
217489,-5.00,4178.75
217491,-5.00,4178.75
217493,-3.75,4180.00
217495,-2.50,4178.75
217498,-3.75,4180.00
217500,-2.50,4178.75
217502,-3.75,4178.75
217504,-3.75,4178.75
217506,-2.50,4178.75
217509,-3.75,4180.00
217511,-3.75,4177.50
217513,-3.75,4178.75
217516,-3.75,4180.00
217518,-3.75,4178.75
217521,-2.50,4178.75
217523,-3.75,4178.75
217525,-3.75,4178.75
217527,-3.75,4178.75
217529,-3.75,4178.75
217532,-3.75,4178.75
217534,-5.00,4180.00
217536,-2.50,4178.75
217538,-3.75,4178.75
217540,-2.50,4178.75
217543,-3.75,4178.75
217545,-3.75,4178.75
217547,-3.75,4178.75
217549,-3.75,4180.00
217551,-2.50,4180.00
217554,-3.75,4180.00
217556,-3.75,4178.75
217559,-5.00,4178.75
217561,-5.00,4178.75
217563,-1.25,4178.75
217566,-3.75,4178.75
217568,-2.50,4180.00
217570,-2.50,4178.75
217572,-2.50,4178.75
217574,-3.75,4180.00
217577,-5.00,4178.75
217579,-2.50,4178.75
217581,-3.75,4178.75
217583,-2.50,4178.75
217585,-3.75,4178.75
217588,-3.75,4180.00
217590,-1.25,4180.00
217592,-2.50,4177.50
217594,-5.00,4178.75
217596,-3.75,4178.75
217600,-3.75,4178.75
217602,-2.50,4178.75
217604,-3.75,4178.75
217606,-3.75,4178.75
217608,-3.75,4178.75
217611,-3.75,4180.00
217613,-3.75,4178.75
217615,-2.50,4180.00
217617,-2.50,4178.75
217619,-2.50,4178.75
217621,-5.00,4178.75
217624,-3.75,4178.75
217626,-2.50,4178.75
217628,-2.50,4178.75
217630,-3.75,4180.00
217632,-3.75,4178.75
217635,-2.50,4178.75
217637,-5.00,4178.75
217639,-3.75,4178.75
217641,-2.50,4178.75
217644,-2.50,4180.00
217647,-1.25,4178.75
217649,-2.50,4178.75
217651,-5.00,4178.75
217653,-2.50,4180.00
217655,-5.00,4178.75
217658,-2.50,4178.75
217660,-2.50,4178.75
217662,-5.00,4178.75
217664,-2.50,4178.75
217666,-3.75,4178.75
217669,-2.50,4178.75
217671,-1.25,4178.75
217673,-2.50,4178.75
217675,-2.50,4178.75
217677,-3.75,4178.75
217679,-3.75,4178.75
217682,-3.75,4180.00
217684,-3.75,4180.00
217687,-2.50,4178.75
217689,-3.75,4178.75
217691,-2.50,4178.75
217694,-2.50,4180.00
217696,-3.75,4178.75
217698,-2.50,4180.00
217700,-3.75,4178.75
217702,-2.50,4178.75
217705,-3.75,4178.75
217707,-5.00,4178.75
217709,-3.75,4178.75
217711,-3.75,4178.75
217713,-2.50,4180.00
217716,-2.50,4177.50
217718,-3.75,4180.00
217720,-3.75,4178.75
217722,-5.00,4178.75
217724,-3.75,4178.75
217728,-2.50,4178.75
217730,-2.50,4180.00
217732,-3.75,4180.00
217734,-3.75,4178.75
217736,-2.50,4178.75
217738,-3.75,4180.00
217741,-3.75,4180.00
217743,-3.75,4180.00
217745,-3.75,4178.75
217747,-2.50,4178.75
217749,-2.50,4178.75
217752,-3.75,4180.00
217754,-3.75,4178.75
217756,-5.00,4180.00
217758,-3.75,4178.75
217760,-3.75,4178.75
217763,-5.00,4178.75
217765,-2.50,4178.75
217767,-2.50,4178.75
217769,-3.75,4178.75
217772,-3.75,4178.75
217775,-2.50,4178.75
217777,-3.75,4180.00
217779,-3.75,4180.00
217781,-3.75,4178.75
217783,-2.50,4178.75
217786,-5.00,4178.75
217788,-3.75,4178.75
217790,-5.00,4178.75
217792,-2.50,4178.75
217794,-3.75,4178.75
217797,-3.75,4178.75
217799,-2.50,4178.75
217801,-3.75,4180.00
217803,-2.50,4178.75
217805,-5.00,4178.75
217808,-2.50,4180.00
217810,-2.50,4178.75
217812,-2.50,4180.00
217815,-1.25,4180.00
217817,-3.75,4178.75
217819,-3.75,4178.75
217822,-3.75,4178.75
217824,-3.75,4178.75
217826,-3.75,4178.75
217828,-3.75,4178.75
217830,-2.50,4178.75
217833,-2.50,4178.75
217835,-2.50,4178.75
217837,-3.75,4178.75
217839,-5.00,4180.00
217841,-3.75,4178.75
217844,-3.75,4178.75
217846,-2.50,4178.75
217848,-2.50,4180.00
217850,-2.50,4180.00
217852,-3.75,4178.75
217856,-2.50,4178.75
217858,-2.50,4178.75
217860,-3.75,4180.00
217862,-2.50,4180.00
217864,-3.75,4178.75
217867,-2.50,4178.75
217869,-5.00,4178.75
217871,-3.75,4178.75
217873,-2.50,4178.75
217875,-2.50,4178.75
217878,-3.75,4178.75
217880,-2.50,4177.50
217882,-3.75,4177.50
217884,-3.75,4178.75
217886,-3.75,4178.75
217889,-3.75,4178.75
217891,-2.50,4180.00
217893,-3.75,4178.75
217895,-3.75,4180.00
217897,-3.75,4178.75
217900,-3.75,4178.75
217903,-3.75,4178.75
217905,-3.75,4178.75
217907,-3.75,4180.00
217909,-3.75,4178.75
217911,-3.75,4180.00
217914,-2.50,4180.00
217916,-5.00,4178.75
217918,-2.50,4180.00
217920,-3.75,4180.00
217922,-3.75,4180.00
217925,-5.00,4178.75
217927,-3.75,4180.00
217929,-2.50,4178.75
217931,-5.00,4180.00
217933,-2.50,4177.50
217936,-3.75,4178.75
217938,-1.25,4180.00
217940,-2.50,4180.00
217943,-5.00,4177.50
217945,-5.00,4178.75
217947,-3.75,4178.75
217950,-3.75,4178.75
217952,-3.75,4178.75
217954,-3.75,4178.75
217956,-2.50,4180.00
217958,-3.75,4178.75
217961,-2.50,4180.00
217963,-2.50,4178.75
217965,-2.50,4178.75
217967,-5.00,4178.75
217969,-5.00,4178.75
217972,-5.00,4178.75
217974,-2.50,4177.50
217976,-2.50,4178.75
217978,-3.75,4178.75
217980,-1.25,4178.75
217984,-2.50,4180.00
217986,-2.50,4178.75
217988,-2.50,4178.75
217990,-2.50,4178.75
217992,-3.75,4180.00
217994,-2.50,4178.75
217997,-3.75,4178.75
217999,-2.50,4178.75
218001,-5.00,4180.00
218003,-3.75,4178.75
218005,-2.50,4178.75
218008,-2.50,4178.75
218010,-2.50,4178.75
218012,-3.75,4180.00
218014,-3.75,4178.75
218016,-2.50,4178.75
218019,-3.75,4178.75
218021,-2.50,4178.75
218023,-2.50,4178.75
218025,-3.75,4178.75
218028,-3.75,4178.75
218031,-6.25,4180.00
218033,-2.50,4178.75
218035,-3.75,4178.75
218037,-3.75,4180.00
218039,-1.25,4180.00
218042,-3.75,4180.00
218044,-3.75,4178.75
218046,-3.75,4178.75
218048,-5.00,4180.00
218050,-2.50,4178.75
218053,-3.75,4178.75
218055,-2.50,4178.75
218057,-6.25,4180.00
218059,-3.75,4178.75
218061,-3.75,4178.75
218064,-5.00,4178.75
218066,-3.75,4178.75
218068,-2.50,4178.75
218071,-3.75,4178.75
218073,-3.75,4178.75
218076,-2.50,4178.75
218078,-3.75,4178.75
218080,-2.50,4178.75
218082,-3.75,4180.00
218084,-3.75,4178.75
218086,-3.75,4180.00
218089,-2.50,4180.00
218091,-3.75,4180.00
218093,-3.75,4181.25
218095,-5.00,4178.75
218097,-5.00,4178.75
218100,-2.50,4178.75
218102,-3.75,4178.75
218104,-5.00,4178.75
218106,-2.50,4178.75
218108,-2.50,4178.75
218112,-2.50,4178.75
218114,-2.50,4178.75
218116,-2.50,4178.75
218118,-2.50,4178.75
218120,-3.75,4178.75
218123,-3.75,4178.75
218125,-3.75,4178.75
218127,-3.75,4178.75
218129,-2.50,4178.75
218131,-2.50,4178.75
218134,-2.50,4178.75
218136,-3.75,4180.00
218138,-3.75,4178.75
218140,-2.50,4178.75
218142,-5.00,4178.75
218145,-3.75,4178.75
218147,-2.50,4180.00
218149,-1.25,4178.75
218151,-3.75,4180.00
218153,-2.50,4180.00
218156,-5.00,4177.50
218159,-3.75,4178.75
218161,-3.75,4178.75
218163,-3.75,4180.00
218165,-3.75,4180.00
218167,-2.50,4178.75
218170,-3.75,4178.75
218172,-2.50,4178.75
218174,-5.00,4178.75
218176,-2.50,4178.75
