Timestamp, Amps
2021-02-22 12:09:50.503877,2.538e-05
2021-02-22 12:09:50.505384,2.941e-05
2021-02-22 12:09:50.506394,3.022e-05
2021-02-22 12:09:50.507087,2.941e-05
2021-02-22 12:09:50.507640,2.7e-05
2021-02-22 12:09:50.508389,3.062e-05
2021-02-22 12:09:50.509213,3.465e-05
2021-02-22 12:09:50.510179,3.344e-05
2021-02-22 12:09:50.510864,2.982e-05
2021-02-22 12:09:50.511476,2.941e-05
2021-02-22 12:09:50.513111,3.022e-05
2021-02-22 12:09:50.513708,2.74e-05
2021-02-22 12:09:50.514233,3.103e-05
2021-02-22 12:09:50.514668,3.022e-05
2021-02-22 12:09:50.515113,3.223e-05
2021-02-22 12:09:50.515962,3.103e-05
2021-02-22 12:09:50.516574,3.223e-05
2021-02-22 12:09:50.517458,2.579e-05
2021-02-22 12:09:50.518054,3.223e-05
2021-02-22 12:09:50.518753,3.385e-05
2021-02-22 12:09:50.519485,2.821e-05
2021-02-22 12:09:50.520478,2.982e-05
2021-02-22 12:09:50.521074,3.344e-05
2021-02-22 12:09:50.521703,2.78e-05
2021-02-22 12:09:50.522707,2.579e-05
2021-02-22 12:09:50.523087,2.74e-05
2021-02-22 12:09:50.523829,3.667e-05
2021-02-22 12:09:50.524572,2.941e-05
2021-02-22 12:09:50.525760,2.78e-05
2021-02-22 12:09:50.526107,2.579e-05
2021-02-22 12:09:50.526780,2.74e-05
2021-02-22 12:09:50.527479,3.626e-05
2021-02-22 12:09:50.528737,3.667e-05
2021-02-22 12:09:50.528990,3.143e-05
2021-02-22 12:09:50.529635,2.337e-05
2021-02-22 12:09:50.530430,2.78e-05
2021-02-22 12:09:50.531391,3.062e-05
2021-02-22 12:09:50.532051,2.861e-05
2021-02-22 12:09:50.532503,3.143e-05
2021-02-22 12:09:50.533375,3.062e-05
2021-02-22 12:09:50.534201,3.264e-05
2021-02-22 12:09:50.534919,3.264e-05
2021-02-22 12:09:50.535433,3.223e-05
2021-02-22 12:09:50.536412,2.7e-05
2021-02-22 12:09:50.537014,2.861e-05
2021-02-22 12:09:50.538098,3.062e-05
2021-02-22 12:09:50.538328,2.941e-05
2021-02-22 12:09:50.539425,2.821e-05
2021-02-22 12:09:50.540010,2.941e-05
2021-02-22 12:09:50.540756,2.901e-05
2021-02-22 12:09:50.541805,2.377e-05
2021-02-22 12:09:50.542409,2.78e-05
2021-02-22 12:09:50.543016,2.861e-05
2021-02-22 12:09:50.544267,3.264e-05
2021-02-22 12:09:50.544625,3.586e-05
2021-02-22 12:09:50.545087,2.74e-05
2021-02-22 12:09:50.545851,2.297e-05
2021-02-22 12:09:50.546564,2.78e-05
2021-02-22 12:09:50.547308,3.103e-05
2021-02-22 12:09:50.548105,2.619e-05
2021-02-22 12:09:50.549184,2.821e-05
2021-02-22 12:09:50.549897,3.546e-05
2021-02-22 12:09:50.550153,3.264e-05
2021-02-22 12:09:50.551095,2.982e-05
2021-02-22 12:09:50.551726,2.861e-05
2021-02-22 12:09:50.552534,2.821e-05
2021-02-22 12:09:50.553127,3.103e-05
2021-02-22 12:09:50.553987,3.465e-05
2021-02-22 12:09:50.554562,3.022e-05
2021-02-22 12:09:50.555442,2.78e-05
2021-02-22 12:09:50.556063,2.861e-05
2021-02-22 12:09:50.556828,2.941e-05
2021-02-22 12:09:50.557560,3.223e-05
2021-02-22 12:09:50.558324,3.103e-05
2021-02-22 12:09:50.559056,3.143e-05
2021-02-22 12:09:50.559751,2.941e-05
2021-02-22 12:09:50.560557,2.538e-05
2021-02-22 12:09:50.561203,3.385e-05
2021-02-22 12:09:50.561856,2.901e-05
2021-02-22 12:09:50.562602,2.659e-05
2021-02-22 12:09:50.563435,3.183e-05
2021-02-22 12:09:50.564103,3.103e-05
2021-02-22 12:09:50.564897,2.941e-05
2021-02-22 12:09:50.565592,3.062e-05
2021-02-22 12:09:50.566229,3.143e-05
2021-02-22 12:09:50.567096,2.901e-05
2021-02-22 12:09:50.567710,2.659e-05
2021-02-22 12:09:50.568546,2.982e-05
2021-02-22 12:09:50.569086,3.022e-05
2021-02-22 12:09:50.570158,3.908e-05
2021-02-22 12:09:50.570589,3.223e-05
2021-02-22 12:09:50.571445,2.74e-05
2021-02-22 12:09:50.571990,2.901e-05
2021-02-22 12:09:50.572925,2.78e-05
2021-02-22 12:09:50.573450,2.7e-05
2021-02-22 12:09:50.574182,3.264e-05
2021-02-22 12:09:50.574835,3.143e-05
2021-02-22 12:09:50.575821,3.505e-05
2021-02-22 12:09:50.576400,3.022e-05
2021-02-22 12:09:50.577201,3.183e-05
2021-02-22 12:09:50.577766,2.941e-05
2021-02-22 12:09:50.578546,2.74e-05
2021-02-22 12:09:50.579244,2.982e-05
2021-02-22 12:09:50.579927,2.941e-05
2021-02-22 12:09:50.580681,3.143e-05
2021-02-22 12:09:50.581590,3.264e-05
2021-02-22 12:09:50.582214,2.861e-05
2021-02-22 12:09:50.582754,3.183e-05
2021-02-22 12:09:50.583823,3.103e-05
2021-02-22 12:09:50.584311,2.498e-05
2021-02-22 12:09:50.585294,2.821e-05
2021-02-22 12:09:50.585872,2.498e-05
2021-02-22 12:09:50.586589,2.861e-05
2021-02-22 12:09:50.587380,3.062e-05
2021-02-22 12:09:50.587949,3.425e-05
2021-02-22 12:09:50.588652,3.223e-05
2021-02-22 12:09:50.589356,2.7e-05
2021-02-22 12:09:50.590413,2.619e-05
2021-02-22 12:09:50.590918,3.183e-05
2021-02-22 12:09:50.591767,3.344e-05
2021-02-22 12:09:50.592429,2.7e-05
2021-02-22 12:09:50.593156,3.103e-05
2021-02-22 12:09:50.593839,3.223e-05
2021-02-22 12:09:50.594576,2.861e-05
2021-02-22 12:09:50.595180,2.74e-05
2021-02-22 12:09:50.595898,2.982e-05
