Timestamp, Amps
2021-02-22 15:51:02.764359,5.64e-09
2021-02-22 15:51:02.764908,2.01e-09
2021-02-22 15:51:02.765551,5.24e-09
2021-02-22 15:51:02.766239,4.84e-09
2021-02-22 15:51:02.766950,3.63e-09
2021-02-22 15:51:02.767742,4.03e-09
2021-02-22 15:51:02.768414,4.84e-09
2021-02-22 15:51:02.769081,-5.24e-09
2021-02-22 15:51:02.769889,2.42e-09
2021-02-22 15:51:02.770635,5.64e-09
2021-02-22 15:51:02.771264,-2.82e-09
2021-02-22 15:51:02.771958,2.42e-09
2021-02-22 15:51:02.772755,7.25e-09
2021-02-22 15:51:02.773476,-8.1e-10
2021-02-22 15:51:02.774299,1.21e-09
2021-02-22 15:51:02.774881,4.43e-09
2021-02-22 15:51:02.775707,-5.64e-09
2021-02-22 15:51:02.776488,-8.1e-10
2021-02-22 15:51:02.777055,6.04e-09
2021-02-22 15:51:02.777880,-4.03e-09
2021-02-22 15:51:02.778717,8.1e-10
2021-02-22 15:51:02.779432,3.63e-09
2021-02-22 15:51:02.780113,-5.64e-09
2021-02-22 15:51:02.780817,5.24e-09
2021-02-22 15:51:02.781465,4.03e-09
2021-02-22 15:51:02.782227,-1.007e-08
2021-02-22 15:51:02.782843,3.63e-09
2021-02-22 15:51:02.783751,5.24e-09
2021-02-22 15:51:02.784434,0.0
2021-02-22 15:51:02.785156,3.22e-09
2021-02-22 15:51:02.785728,4.84e-09
2021-02-22 15:51:02.786615,1.61e-09
2021-02-22 15:51:02.787189,5.64e-09
2021-02-22 15:51:02.788029,2.42e-09
2021-02-22 15:51:02.788733,6.04e-09
2021-02-22 15:51:02.789595,0.0
2021-02-22 15:51:02.790233,3.22e-09
2021-02-22 15:51:02.791114,6.85e-09
2021-02-22 15:51:02.791765,-4.03e-09
2021-02-22 15:51:02.792421,0.0
2021-02-22 15:51:02.793150,1.61e-09
2021-02-22 15:51:02.793832,4.03e-09
2021-02-22 15:51:02.794583,-4e-10
2021-02-22 15:51:02.795425,1.21e-09
2021-02-22 15:51:02.795974,-2.82e-09
2021-02-22 15:51:02.796723,-2.82e-09
2021-02-22 15:51:02.797626,0.0
2021-02-22 15:51:02.798215,3.63e-09
2021-02-22 15:51:02.799045,-2.82e-09
2021-02-22 15:51:02.799606,8.1e-10
2021-02-22 15:51:02.800528,-1.21e-09
2021-02-22 15:51:02.800992,2.82e-09
2021-02-22 15:51:02.801943,3.22e-09
2021-02-22 15:51:02.802532,8.06e-09
2021-02-22 15:51:02.803413,0.0
2021-02-22 15:51:02.803994,2.42e-09
2021-02-22 15:51:02.804735,3.22e-09
2021-02-22 15:51:02.805535,6.85e-09
2021-02-22 15:51:02.806137,1.048e-08
2021-02-22 15:51:02.806998,5.24e-09
2021-02-22 15:51:02.807512,5.24e-09
2021-02-22 15:51:02.808622,5.24e-09
2021-02-22 15:51:02.809179,3.22e-09
2021-02-22 15:51:02.809930,-4.84e-09
2021-02-22 15:51:02.810524,4e-10
2021-02-22 15:51:02.811326,3.22e-09
2021-02-22 15:51:02.811978,-4e-10
2021-02-22 15:51:02.812839,4e-10
2021-02-22 15:51:02.813556,1.61e-09
2021-02-22 15:51:02.814243,8.1e-10
2021-02-22 15:51:02.814995,0.0
2021-02-22 15:51:02.815652,0.0
2021-02-22 15:51:02.816298,-2.42e-09
2021-02-22 15:51:02.817118,3.63e-09
2021-02-22 15:51:02.817891,4e-10
2021-02-22 15:51:02.818492,1.21e-09
2021-02-22 15:51:02.819363,-5.24e-09
2021-02-22 15:51:02.819907,1.61e-09
2021-02-22 15:51:02.820889,4.03e-09
2021-02-22 15:51:02.821505,2.82e-09
2021-02-22 15:51:02.822140,3.63e-09
2021-02-22 15:51:02.822846,5.64e-09
2021-02-22 15:51:02.823572,-1.21e-09
2021-02-22 15:51:02.824199,2.01e-09
2021-02-22 15:51:02.825311,6.85e-09
2021-02-22 15:51:02.825761,-4.43e-09
2021-02-22 15:51:02.826743,7.66e-09
2021-02-22 15:51:02.827184,4.03e-09
2021-02-22 15:51:02.827967,6.85e-09
2021-02-22 15:51:02.828580,2.82e-09
2021-02-22 15:51:02.829392,2.42e-09
2021-02-22 15:51:02.830027,3.22e-09
2021-02-22 15:51:02.830904,-4.03e-09
2021-02-22 15:51:02.831470,2.01e-09
2021-02-22 15:51:02.832787,4.03e-09
2021-02-22 15:51:02.832972,-8.46e-09
2021-02-22 15:51:02.833524,8.1e-10
2021-02-22 15:51:02.834397,2.01e-09
2021-02-22 15:51:02.835021,-1.61e-09
2021-02-22 15:51:02.835804,1.61e-09
2021-02-22 15:51:02.836600,1.61e-09
2021-02-22 15:51:02.837279,-7.66e-09
2021-02-22 15:51:02.838032,4.03e-09
2021-02-22 15:51:02.838749,-1.21e-09
2021-02-22 15:51:02.839523,4.43e-09
2021-02-22 15:51:02.840797,-9.27e-09
2021-02-22 15:51:02.841172,2.42e-09
2021-02-22 15:51:02.841877,7.25e-09
2021-02-22 15:51:02.842578,4e-10
2021-02-22 15:51:02.843360,4.43e-09
2021-02-22 15:51:02.843911,9.67e-09
2021-02-22 15:51:02.844695,4.43e-09
2021-02-22 15:51:02.845421,3.22e-09
2021-02-22 15:51:02.846100,6.45e-09
2021-02-22 15:51:02.846822,0.0
2021-02-22 15:51:02.847854,4.03e-09
2021-02-22 15:51:02.848284,4.03e-09
2021-02-22 15:51:02.849122,3.63e-09
2021-02-22 15:51:02.849818,-5.24e-09
2021-02-22 15:51:02.850549,1.61e-09
2021-02-22 15:51:02.851291,-6.85e-09
2021-02-22 15:51:02.852024,2.42e-09
2021-02-22 15:51:02.852628,1.21e-09
2021-02-22 15:51:02.853501,3.63e-09
2021-02-22 15:51:02.854039,-5.24e-09
2021-02-22 15:51:02.854865,-8.1e-10
2021-02-22 15:51:02.855607,2.82e-09
2021-02-22 15:51:02.856346,-8.1e-10
2021-02-22 15:51:02.856971,1.21e-09
2021-02-22 15:51:02.857866,2.42e-09
2021-02-22 15:51:02.858471,-2.82e-09
2021-02-22 15:51:02.859143,2.01e-09
2021-02-22 15:51:02.859927,3.63e-09
2021-02-22 15:51:02.860619,3.63e-09
2021-02-22 15:51:02.861417,1.61e-09
2021-02-22 15:51:02.861978,6.45e-09
2021-02-22 15:51:02.862817,-2.01e-09
2021-02-22 15:51:02.863481,5.24e-09
2021-02-22 15:51:02.864141,5.64e-09
2021-02-22 15:51:02.864900,7.25e-09
2021-02-22 15:51:02.866108,-6.45e-09
2021-02-22 15:51:02.866581,3.63e-09
2021-02-22 15:51:02.867444,4.43e-09
2021-02-22 15:51:02.867998,1.61e-09
2021-02-22 15:51:02.869001,-1.21e-09
2021-02-22 15:51:02.869490,8.1e-10
2021-02-22 15:51:02.870220,6.04e-09
2021-02-22 15:51:02.871061,-8.1e-10
2021-02-22 15:51:02.871706,-4e-10
2021-02-22 15:51:02.872376,-1.21e-09
2021-02-22 15:51:02.873051,-3.63e-09
2021-02-22 15:51:02.873989,-8.1e-10
2021-02-22 15:51:02.874688,7.25e-09
2021-02-22 15:51:02.875443,-6.85e-09
2021-02-22 15:51:02.876101,0.0
2021-02-22 15:51:02.876840,-4.43e-09
2021-02-22 15:51:02.877504,0.0
2021-02-22 15:51:02.878216,1.21e-09
2021-02-22 15:51:02.879122,6.04e-09
2021-02-22 15:51:02.879693,-6.04e-09
2021-02-22 15:51:02.880569,3.22e-09
2021-02-22 15:51:02.881212,2.82e-09
2021-02-22 15:51:02.882062,4.43e-09
2021-02-22 15:51:02.882620,4.43e-09
2021-02-22 15:51:02.903349,1.128e-08
2021-02-22 15:51:02.903739,4.84e-09
2021-02-22 15:51:02.904365,5.64e-09
2021-02-22 15:51:02.905049,7.66e-09
2021-02-22 15:51:02.905787,2.82e-09
2021-02-22 15:51:02.906552,8.06e-09
2021-02-22 15:51:02.907188,4.03e-09
2021-02-22 15:51:02.908009,4.03e-09
2021-02-22 15:51:02.908736,4.43e-09
2021-02-22 15:51:02.909398,5.64e-09
2021-02-22 15:51:02.910266,2.82e-09
2021-02-22 15:51:02.910814,1.61e-09
2021-02-22 15:51:02.911524,-2.82e-09
